ID,No. of Trucks,Received Date,Data Source,Manifest of,Description of Cargo,Cargo Category,Status,Quantity,Units,Donating Country/ Organization,Donation Type,Crossing,Destination Recipient/ Partner,Data Period,Data Entry Type,Last Edited Time,,,,,,,,
73441,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,34,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73442,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73443,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73444,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73445,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73446,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73447,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73448,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73449,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73450,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73451,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73452,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73453,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73454,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73455,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73456,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,19,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73457,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73458,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73459,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,10,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73460,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73461,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73462,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73463,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,23,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73464,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73465,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,31,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73466,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73467,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73468,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73469,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73470,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,31,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73471,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,34,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73472,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73473,1,2024-12-30,Private Sector,Non-Manifest (2024-12-30),Food Items,Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72839,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72840,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72841,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72842,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72843,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72844,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72845,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,10,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
72846,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72847,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,14,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72848,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
72849,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
72850,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72851,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72852,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72853,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72854,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72855,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72856,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,15,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72857,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,12,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72858,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,12,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72859,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,12,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72860,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,12,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72861,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,12,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72862,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72863,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72864,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72865,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72866,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Flour,Food Items,Received,11,MT,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72867,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,30,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72868,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,30,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72869,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,25,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72870,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,27,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72871,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,27,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72872,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels,Food Items,Received,28,Pallets,UNRWA,Humanitarian - UN,Gate 96,UNRWA,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72873,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Mixed Food Items,Food Items,Received,21,Pallets,RWW,Humanitarian - INGO,Western Erez,RWW,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72874,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Mixed Food Items,Food Items,Received,21,Pallets,RWW,Humanitarian - INGO,Western Erez,RWW,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
72875,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Vegetables,Food Items,Received,57,Pallets,RWW,Humanitarian - INGO,Western Erez,RWW,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72876,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Vegetables,Food Items,Received,57,Pallets,RWW,Humanitarian - INGO,Western Erez,RWW,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73119,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Medical Supplies,Medical Supplies,Received,8,Pallets,MSF,Humanitarian - INGO,Gate 96,MSF,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73120,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Medical Supplies,Medical Supplies,Received,8,Pallets,MSF,Humanitarian - INGO,Gate 96,MSF,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73121,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Medical Supplies,Medical Supplies,Received,11,Pallets,MSF,Humanitarian - INGO,Gate 96,MSF,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73122,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Medicine,Medical Supplies,Received,13,Pallets,MSF,Humanitarian - INGO,Gate 96,MSF,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73123,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Medicine,Medical Supplies,Received,13,Pallets,MSF,Humanitarian - INGO,Gate 96,MSF,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73130,1,2024-12-29,WFP LC,Non-Manifest (2024-12-29),Food Parcels + Charcoal,Mixed Items,Received,12,Pallets,UNRWA + WCK,Humanitarian - UN,Gate 96,UNRWA + WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73305,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73306,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,26,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73307,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73308,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73309,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73310,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73311,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73312,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73313,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73314,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,33,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73315,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73316,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73317,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,34,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73318,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73319,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73320,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,24,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73321,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73322,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Cleaning Supplies,Non-Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73337,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,28,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73338,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,27,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73339,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73340,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73341,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73342,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,30,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73343,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,34,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73344,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,1,Truck,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73345,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,29,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
73346,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,13,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73347,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,29,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73348,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,21,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73349,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73350,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,33,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
73351,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,29,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73352,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,25,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73353,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,32,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73354,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Clothes,Non-Food Items,Received,31,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
73440,1,2024-12-29,Private Sector,Non-Manifest (2024-12-29),Food Items,Food Items,Received,37,Pallets,Private Sector,Private Sector,Kerem Shalom,Private Sector,Current Data (after Rafah Operation),New data,2025-01-19 12:02:18,,,,,,,,
72829,1,2024-12-27,WFP LC,Non-Manifest (2024-12-27),Food Items,Food Items,Received,10,Pallets,WCK,Humanitarian - INGO,Western Erez,WCK,Current Data (after Rafah Operation),New data,2025-01-19 12:02:25,,,,,,,,
